Entity,Code,Date,Daily new confirmed cases of COVID-19 per million people (cases)
Peru,PER,"Jun 2, 2020",168.72
Peru,PER,"Jun 3, 2020",0
Peru,PER,"Jun 4, 2020",269.169
Peru,PER,"Jun 5, 2020",129.929
Peru,PER,"Jun 6, 2020",127.442
Peru,PER,"Jun 7, 2020",132.173
Peru,PER,"Jun 8, 2020",144.275
Peru,PER,"Jun 9, 2020",96.476
Peru,PER,"Jun 10, 2020",122.529
Peru,PER,"Jun 11, 2020",154.283
Peru,PER,"Jun 12, 2020",180.912
Peru,PER,"Jun 13, 2020",180.791
Peru,PER,"Jun 14, 2020",132.932
Peru,PER,"Jun 15, 2020",139.634
Peru,PER,"Jun 16, 2020",98.751
Peru,PER,"Jun 17, 2020",126.29
Peru,PER,"Jun 18, 2020",113.794
Peru,PER,"Jun 19, 2020",105.545
Peru,PER,"Jun 20, 2020",107.273
Peru,PER,"Jun 21, 2020",103.513
Peru,PER,"Jun 22, 2020",109.123
Peru,PER,"Jun 23, 2020",0
Peru,PER,"Jun 24, 2020",178.152
Peru,PER,"Jun 25, 2020",117.646
Peru,PER,"Jun 26, 2020",118.677
Peru,PER,"Jun 27, 2020",114.097
Peru,PER,"Jun 28, 2020",109.942
Peru,PER,"Jun 29, 2020",104.028
Peru,PER,"Jun 30, 2020",89.349
Peru,PER,"Jul 1, 2020",86.377
Peru,PER,"Jul 2, 2020",98.994
Peru,PER,"Jul 3, 2020",106.97
Peru,PER,"Jul 4, 2020",109.032
Peru,PER,"Jul 5, 2020",105.575
Peru,PER,"Jul 6, 2020",110.337
Peru,PER,"Jul 7, 2020",90.532
Peru,PER,"Jul 8, 2020",108.426
Peru,PER,"Jul 9, 2020",110.185
Peru,PER,"Jul 10, 2020",107.273
Peru,PER,"Jul 11, 2020",96.992
Peru,PER,"Jul 12, 2020",92.928
Peru,PER,"Jul 13, 2020",109.669
Peru,PER,"Jul 14, 2020",115.159
Peru,PER,"Jul 15, 2020",113.551
Peru,PER,"Jul 16, 2020",116.979
Peru,PER,"Jul 17, 2020",117.13
Peru,PER,"Jul 18, 2020",119.83
Peru,PER,"Jul 19, 2020",120.193
Peru,PER,"Jul 20, 2020",124.045
Peru,PER,"Jul 21, 2020",124.076
Peru,PER,"Jul 22, 2020",133.629
Peru,PER,"Jul 23, 2020",135.358
Peru,PER,"Jul 24, 2020",137.875
Peru,PER,"Jul 25, 2020",147.55
Peru,PER,"Jul 26, 2020",118.98
Philippines,PHL,"Dec 31, 2019",0
Philippines,PHL,"Jan 1, 2020",0
Philippines,PHL,"Jan 2, 2020",0
Philippines,PHL,"Jan 3, 2020",0
Philippines,PHL,"Jan 4, 2020",0
Philippines,PHL,"Jan 5, 2020",0
Philippines,PHL,"Jan 6, 2020",0
Philippines,PHL,"Jan 7, 2020",0
Philippines,PHL,"Jan 8, 2020",0
Philippines,PHL,"Jan 9, 2020",0
Philippines,PHL,"Jan 10, 2020",0
Philippines,PHL,"Jan 11, 2020",0
Philippines,PHL,"Jan 12, 2020",0
Philippines,PHL,"Jan 13, 2020",0
Philippines,PHL,"Jan 14, 2020",0
Philippines,PHL,"Jan 15, 2020",0
Philippines,PHL,"Jan 16, 2020",0
Philippines,PHL,"Jan 17, 2020",0
Philippines,PHL,"Jan 18, 2020",0
Philippines,PHL,"Jan 19, 2020",0
Philippines,PHL,"Jan 20, 2020",0
Philippines,PHL,"Jan 21, 2020",0
Philippines,PHL,"Jan 22, 2020",0
Philippines,PHL,"Jan 23, 2020",0
Philippines,PHL,"Jan 24, 2020",0
Philippines,PHL,"Jan 25, 2020",0
Philippines,PHL,"Jan 26, 2020",0
Philippines,PHL,"Jan 27, 2020",0
Philippines,PHL,"Jan 28, 2020",0
Philippines,PHL,"Jan 29, 2020",0
Philippines,PHL,"Jan 30, 2020",0.009
Philippines,PHL,"Jan 31, 2020",0
Philippines,PHL,"Feb 1, 2020",0
Philippines,PHL,"Feb 2, 2020",0.009
Philippines,PHL,"Feb 3, 2020",0
Philippines,PHL,"Feb 4, 2020",0
Philippines,PHL,"Feb 5, 2020",0
Philippines,PHL,"Feb 6, 2020",0.009
Philippines,PHL,"Feb 7, 2020",0
Philippines,PHL,"Feb 8, 2020",0
Philippines,PHL,"Feb 9, 2020",0
Philippines,PHL,"Feb 10, 2020",0
Philippines,PHL,"Feb 11, 2020",0
Philippines,PHL,"Feb 12, 2020",0
Philippines,PHL,"Feb 13, 2020",0
Philippines,PHL,"Feb 14, 2020",0
Philippines,PHL,"Feb 15, 2020",0
Philippines,PHL,"Feb 16, 2020",0
Philippines,PHL,"Feb 17, 2020",0
Philippines,PHL,"Feb 18, 2020",0
Philippines,PHL,"Feb 19, 2020",0
Philippines,PHL,"Feb 20, 2020",0
Philippines,PHL,"Feb 21, 2020",0
Philippines,PHL,"Feb 22, 2020",0
Philippines,PHL,"Feb 23, 2020",0
Philippines,PHL,"Feb 24, 2020",0
Philippines,PHL,"Feb 25, 2020",0
Philippines,PHL,"Feb 26, 2020",0
Philippines,PHL,"Feb 27, 2020",0
Philippines,PHL,"Feb 28, 2020",0
Philippines,PHL,"Feb 29, 2020",0
Philippines,PHL,"Mar 1, 2020",0
Philippines,PHL,"Mar 2, 2020",0
Philippines,PHL,"Mar 7, 2020",0.018
Philippines,PHL,"Mar 8, 2020",0.009
Philippines,PHL,"Mar 9, 2020",0.037
Philippines,PHL,"Mar 10, 2020",0.21
Philippines,PHL,"Mar 11, 2020",0
Philippines,PHL,"Mar 12, 2020",0.146
Philippines,PHL,"Mar 13, 2020",0.027
Philippines,PHL,"Mar 14, 2020",0.11
Philippines,PHL,"Mar 15, 2020",0.429
Philippines,PHL,"Mar 16, 2020",0.265
Philippines,PHL,"Mar 17, 2020",0.018
Philippines,PHL,"Mar 18, 2020",0.411
Philippines,PHL,"Mar 19, 2020",0.137
Philippines,PHL,"Mar 20, 2020",0.256
Philippines,PHL,"Mar 21, 2020",0
Philippines,PHL,"Mar 22, 2020",1.369
Philippines,PHL,"Mar 23, 2020",0
Philippines,PHL,"Mar 24, 2020",0.748
Philippines,PHL,"Mar 25, 2020",0.821
Philippines,PHL,"Mar 26, 2020",0.767
Philippines,PHL,"Mar 27, 2020",0.648
Philippines,PHL,"Mar 28, 2020",0.876
Philippines,PHL,"Mar 29, 2020",2.482
Philippines,PHL,"Mar 30, 2020",3.13
Philippines,PHL,"Mar 31, 2020",6.078
Philippines,PHL,"Apr 1, 2020",0
Philippines,PHL,"Apr 2, 2020",2.072
Philippines,PHL,"Apr 3, 2020",2.938
Philippines,PHL,"Apr 4, 2020",3.513
Philippines,PHL,"Apr 5, 2020",0.694
Philippines,PHL,"Apr 6, 2020",1.387
Philippines,PHL,"Apr 7, 2020",3.778
Philippines,PHL,"Apr 8, 2020",0.949
Philippines,PHL,"Apr 9, 2020",0.967
Philippines,PHL,"Apr 10, 2020",1.88
Philippines,PHL,"Apr 11, 2020",0
Philippines,PHL,"Apr 12, 2020",3.212
Philippines,PHL,"Apr 13, 2020",2.008
Philippines,PHL,"Apr 14, 2020",2.592
Philippines,PHL,"Apr 15, 2020",2.656
Philippines,PHL,"Apr 16, 2020",2.099
Philippines,PHL,"Apr 17, 2020",1.889
Philippines,PHL,"Apr 18, 2020",1.989
Philippines,PHL,"Apr 19, 2020",1.907
Philippines,PHL,"Apr 20, 2020",1.57
Philippines,PHL,"Apr 21, 2020",1.825
Philippines,PHL,"Apr 22, 2020",1.278
Philippines,PHL,"Apr 23, 2020",1.013
Philippines,PHL,"Apr 24, 2020",2.473
Philippines,PHL,"Apr 25, 2020",1.926
Philippines,PHL,"Apr 26, 2020",0.931
Philippines,PHL,"Apr 27, 2020",2.601
Philippines,PHL,"Apr 28, 2020",1.807
Philippines,PHL,"Apr 29, 2020",1.652
Philippines,PHL,"Apr 30, 2020",2.318
Philippines,PHL,"May 1, 2020",2.519
Philippines,PHL,"May 2, 2020",2.592
Philippines,PHL,"May 3, 2020",1.424
Philippines,PHL,"May 4, 2020",2.692
Philippines,PHL,"May 5, 2020",2.391
Philippines,PHL,"May 6, 2020",1.816
Philippines,PHL,"May 7, 2020",2.92
Philippines,PHL,"May 8, 2020",3.094
Philippines,PHL,"May 9, 2020",1.095
Philippines,PHL,"May 10, 2020",1.341
Philippines,PHL,"May 11, 2020",1.679
Philippines,PHL,"May 12, 2020",2.665
Philippines,PHL,"May 13, 2020",2.409
Philippines,PHL,"May 14, 2020",2.446
Philippines,PHL,"May 15, 2020",2.354
Philippines,PHL,"May 16, 2020",1.962
Philippines,PHL,"May 17, 2020",1.953
Philippines,PHL,"May 18, 2020",1.898
Philippines,PHL,"May 19, 2020",1.871
Philippines,PHL,"May 20, 2020",2.044
Philippines,PHL,"May 21, 2020",2.546
Philippines,PHL,"May 22, 2020",1.944
Philippines,PHL,"May 23, 2020",1.487
Philippines,PHL,"May 24, 2020",1.643
Philippines,PHL,"May 25, 2020",2.354
Philippines,PHL,"May 26, 2020",2.592
Philippines,PHL,"May 27, 2020",3.194
Philippines,PHL,"May 28, 2020",3.468
Philippines,PHL,"May 29, 2020",4.919
Philippines,PHL,"May 30, 2020",9.545
Philippines,PHL,"May 31, 2020",5.384
Philippines,PHL,"Jun 1, 2020",7.866
Philippines,PHL,"Jun 2, 2020",5.037
Philippines,PHL,"Jun 3, 2020",3.276
Philippines,PHL,"Jun 4, 2020",6.853
Philippines,PHL,"Jun 5, 2020",5.786
Philippines,PHL,"Jun 6, 2020",2.227
Philippines,PHL,"Jun 7, 2020",6.516
Philippines,PHL,"Jun 8, 2020",5.065
Philippines,PHL,"Jun 9, 2020",5.284
Philippines,PHL,"Jun 10, 2020",4.727
Philippines,PHL,"Jun 11, 2020",6.753
Philippines,PHL,"Jun 12, 2020",4.043
Philippines,PHL,"Jun 13, 2020",5.585
Philippines,PHL,"Jun 14, 2020",5.521
Philippines,PHL,"Jun 15, 2020",4.91
Philippines,PHL,"Jun 16, 2020",4.472
Philippines,PHL,"Jun 17, 2020",3.294
Philippines,PHL,"Jun 18, 2020",4.17
Philippines,PHL,"Jun 19, 2020",5.119
Philippines,PHL,"Jun 20, 2020",6.023
Philippines,PHL,"Jun 21, 2020",8.587
Philippines,PHL,"Jun 22, 2020",5.95
Philippines,PHL,"Jun 23, 2020",5.749
Philippines,PHL,"Jun 24, 2020",10.431
Philippines,PHL,"Jun 25, 2020",4.289
Philippines,PHL,"Jun 26, 2020",7.063
Philippines,PHL,"Jun 27, 2020",9.162
Philippines,PHL,"Jun 28, 2020",6.662
Philippines,PHL,"Jun 29, 2020",5.95
Philippines,PHL,"Jun 30, 2020",8.971
Philippines,PHL,"Jul 1, 2020",9.819
Philippines,PHL,"Jul 2, 2020",9.098
Philippines,PHL,"Jul 3, 2020",2.683
Philippines,PHL,"Jul 4, 2020",13.971
Philippines,PHL,"Jul 5, 2020",13.634
Philippines,PHL,"Jul 6, 2020",0
Philippines,PHL,"Jul 7, 2020",41.093
Philippines,PHL,"Jul 8, 2020",14.054
Philippines,PHL,"Jul 9, 2020",22.686
Philippines,PHL,"Jul 10, 2020",12.73
Philippines,PHL,"Jul 11, 2020",10.586
Philippines,PHL,"Jul 12, 2020",11.936
Philippines,PHL,"Jul 13, 2020",18.589
Philippines,PHL,"Jul 14, 2020",6.817
Philippines,PHL,"Jul 15, 2020",4.919
Philippines,PHL,"Jul 16, 2020",11.909
Philippines,PHL,"Jul 17, 2020",22.048
Philippines,PHL,"Jul 18, 2020",15.833
Philippines,PHL,"Jul 19, 2020",21.016
Philippines,PHL,"Jul 20, 2020",19.638
Philippines,PHL,"Jul 21, 2020",13.159
Philippines,PHL,"Jul 22, 2020",17.028
Philippines,PHL,"Jul 23, 2020",13.734
Philippines,PHL,"Jul 24, 2020",19.356
Philippines,PHL,"Jul 25, 2020",18.744
Philippines,PHL,"Jul 26, 2020",17.959
Poland,POL,"Mar 4, 2020",0.026
Poland,POL,"Mar 7, 2020",0.106
Poland,POL,"Mar 8, 2020",0.026
Poland,POL,"Mar 9, 2020",0.132
Poland,POL,"Mar 10, 2020",0.159
Poland,POL,"Mar 11, 2020",0.132
Poland,POL,"Mar 12, 2020",0.238
Poland,POL,"Mar 13, 2020",0.476
Poland,POL,"Mar 14, 2020",0.502
Poland,POL,"Mar 15, 2020",0.951
Poland,POL,"Mar 16, 2020",0.555
Poland,POL,"Mar 17, 2020",1.374
Poland,POL,"Mar 18, 2020",1.612
Poland,POL,"Mar 19, 2020",1.295
Poland,POL,"Mar 20, 2020",1.797
Poland,POL,"Mar 21, 2020",1.85
Poland,POL,"Mar 22, 2020",2.933
Poland,POL,"Mar 23, 2020",2.589
Poland,POL,"Mar 24, 2020",3.039
Poland,POL,"Mar 25, 2020",4.016
Poland,POL,"Mar 26, 2020",3.963
Poland,POL,"Mar 27, 2020",4.492
Poland,POL,"Mar 28, 2020",4.439
Poland,POL,"Mar 29, 2020",6.579
Poland,POL,"Mar 30, 2020",5.919
Poland,POL,"Mar 31, 2020",5.1
Poland,POL,"Apr 1, 2020",6.764
Poland,POL,"Apr 2, 2020",6.421
Poland,POL,"Apr 3, 2020",10.358
Poland,POL,"Apr 4, 2020",11.547
Poland,POL,"Apr 5, 2020",6.447
Poland,POL,"Apr 6, 2020",12.551
Poland,POL,"Apr 7, 2020",8.217
Poland,POL,"Apr 8, 2020",11.494
Poland,POL,"Apr 9, 2020",9.433
Poland,POL,"Apr 10, 2020",9.776
Poland,POL,"Apr 11, 2020",10.041
Poland,POL,"Apr 12, 2020",10.595
Poland,POL,"Apr 13, 2020",8.402
Poland,POL,"Apr 14, 2020",6.87
Poland,POL,"Apr 15, 2020",7.081
Poland,POL,"Apr 16, 2020",10.041
Poland,POL,"Apr 17, 2020",8.878
Poland,POL,"Apr 18, 2020",12.181
Poland,POL,"Apr 19, 2020",9.591
Poland,POL,"Apr 20, 2020",14.4
Poland,POL,"Apr 21, 2020",8.085
Poland,POL,"Apr 22, 2020",6.949
Poland,POL,"Apr 23, 2020",8.27
Poland,POL,"Apr 24, 2020",9.036
Poland,POL,"Apr 25, 2020",10.067
Poland,POL,"Apr 26, 2020",10.067
Poland,POL,"Apr 27, 2020",9.089
Poland,POL,"Apr 28, 2020",7.53
Poland,POL,"Apr 29, 2020",8.349
Poland,POL,"Apr 30, 2020",11.15
Poland,POL,"May 1, 2020",6.262
Poland,POL,"May 2, 2020",6.024
Poland,POL,"May 3, 2020",7.134
Poland,POL,"May 4, 2020",8.402
Poland,POL,"May 5, 2020",8.27
Poland,POL,"May 6, 2020",11.23
Poland,POL,"May 7, 2020",8.165
Poland,POL,"May 8, 2020",8.112
Poland,POL,"May 9, 2020",8.429
Poland,POL,"May 10, 2020",7.53
Poland,POL,"May 11, 2020",9.116
Poland,POL,"May 12, 2020",8.719
Poland,POL,"May 13, 2020",15.721
Poland,POL,"May 14, 2020",7.478
Poland,POL,"May 15, 2020",10.86
Poland,POL,"May 16, 2020",10.595
Poland,POL,"May 17, 2020",6.368
Poland,POL,"May 18, 2020",7.187
Poland,POL,"May 19, 2020",9.406
Poland,POL,"May 20, 2020",10.12
Poland,POL,"May 21, 2020",12.445
Poland,POL,"May 22, 2020",10.675
Poland,POL,"May 23, 2020",12.577
Poland,POL,"May 24, 2020",8.244
Poland,POL,"May 25, 2020",10.437
Poland,POL,"May 26, 2020",8.059
Poland,POL,"May 27, 2020",11.705
Poland,POL,"May 28, 2020",10.543
Poland,POL,"May 29, 2020",9.301
Poland,POL,"May 30, 2020",8.719
Poland,POL,"May 31, 2020",10.992
Poland,POL,"Jun 1, 2020",5.681
Poland,POL,"Jun 2, 2020",10.014
Poland,POL,"Jun 3, 2020",6.077
Poland,POL,"Jun 4, 2020",0
Poland,POL,"Jun 5, 2020",17.254
Poland,POL,"Jun 6, 2020",9.803
Poland,POL,"Jun 7, 2020",14.982
Poland,POL,"Jun 8, 2020",15.193
Poland,POL,"Jun 9, 2020",15.827
Poland,POL,"Jun 10, 2020",10.569
Poland,POL,"Jun 11, 2020",5.205
Poland,POL,"Jun 12, 2020",11.732
Poland,POL,"Jun 13, 2020",9.935
Poland,POL,"Jun 14, 2020",11.626
Poland,POL,"Jun 15, 2020",9.908
Poland,POL,"Jun 16, 2020",10.463
Poland,POL,"Jun 17, 2020",10.754
Poland,POL,"Jun 18, 2020",13.37
Poland,POL,"Jun 19, 2020",8.297
Poland,POL,"Jun 20, 2020",7.953
Poland,POL,"Jun 21, 2020",8.032
Poland,POL,"Jun 22, 2020",8.217
Poland,POL,"Jun 23, 2020",7.821
Poland,POL,"Jun 24, 2020",7.927
Poland,POL,"Jun 25, 2020",7.768
Poland,POL,"Jun 26, 2020",7.874
Poland,POL,"Jun 27, 2020",7.293
Poland,POL,"Jun 28, 2020",8.429
Poland,POL,"Jun 29, 2020",5.1
Poland,POL,"Jun 30, 2020",6.526
Poland,POL,"Jul 1, 2020",6.315
Poland,POL,"Jul 2, 2020",10.093
Poland,POL,"Jul 3, 2020",9.803
Poland,POL,"Jul 4, 2020",6.843
Poland,POL,"Jul 5, 2020",8.297
Poland,POL,"Jul 6, 2020",6.104
Poland,POL,"Jul 7, 2020",5.417
Poland,POL,"Jul 8, 2020",6.791
Poland,POL,"Jul 9, 2020",7.319
Poland,POL,"Jul 10, 2020",6.923
Poland,POL,"Jul 11, 2020",7.002
Poland,POL,"Jul 12, 2020",8.059
Poland,POL,"Jul 13, 2020",9.776
Poland,POL,"Jul 14, 2020",7.9
Poland,POL,"Jul 15, 2020",7.055
Poland,POL,"Jul 16, 2020",8.534
Poland,POL,"Jul 17, 2020",7.24
Poland,POL,"Jul 18, 2020",9.327
Poland,POL,"Jul 19, 2020",8.957
Poland,POL,"Jul 20, 2020",9.459
Poland,POL,"Jul 21, 2020",7.372
Poland,POL,"Jul 22, 2020",10.543
Poland,POL,"Jul 23, 2020",10.041
Poland,POL,"Jul 24, 2020",11.045
Poland,POL,"Jul 25, 2020",12.101
Poland,POL,"Jul 26, 2020",15.431
Portugal,PRT,"Mar 3, 2020",0.196
Portugal,PRT,"Mar 4, 2020",0.196
Portugal,PRT,"Mar 5, 2020",0.098
Portugal,PRT,"Mar 6, 2020",0.392
Portugal,PRT,"Mar 7, 2020",0.392
Portugal,PRT,"Mar 8, 2020",0.785
Portugal,PRT,"Mar 9, 2020",0.883
Portugal,PRT,"Mar 10, 2020",0.883
Portugal,PRT,"Mar 11, 2020",0.196
Portugal,PRT,"Mar 12, 2020",1.765
Portugal,PRT,"Mar 13, 2020",1.863
Portugal,PRT,"Mar 14, 2020",3.334
Portugal,PRT,"Mar 15, 2020",5.59
Portugal,PRT,"Mar 16, 2020",7.453
Portugal,PRT,"Mar 17, 2020",8.434
Portugal,PRT,"Mar 18, 2020",11.474
Portugal,PRT,"Mar 19, 2020",19.026
Portugal,PRT,"Mar 20, 2020",14.024
Portugal,PRT,"Mar 21, 2020",23.047
Portugal,PRT,"Mar 22, 2020",25.498
Portugal,PRT,"Mar 23, 2020",31.383
Portugal,PRT,"Mar 24, 2020",45.113
Portugal,PRT,"Mar 25, 2020",29.617
Portugal,PRT,"Mar 26, 2020",62.079
Portugal,PRT,"Mar 27, 2020",53.841
Portugal,PRT,"Mar 28, 2020",71.003
Portugal,PRT,"Mar 29, 2020",88.46
Portugal,PRT,"Mar 30, 2020",77.672
Portugal,PRT,"Mar 31, 2020",43.74
Portugal,PRT,"Apr 1, 2020",101.503
Portugal,PRT,"Apr 2, 2020",79.241
Portugal,PRT,"Apr 3, 2020",76.789
Portugal,PRT,"Apr 4, 2020",83.556
Portugal,PRT,"Apr 5, 2020",62.569
Portugal,PRT,"Apr 6, 2020",73.945
Portugal,PRT,"Apr 7, 2020",44.328
Portugal,PRT,"Apr 8, 2020",69.826
Portugal,PRT,"Apr 9, 2020",68.552
Portugal,PRT,"Apr 10, 2020",79.928
Portugal,PRT,"Apr 11, 2020",148.675
Portugal,PRT,"Apr 12, 2020",50.507
Portugal,PRT,"Apr 13, 2020",58.646
Portugal,PRT,"Apr 14, 2020",34.227
Portugal,PRT,"Apr 15, 2020",50.408
Portugal,PRT,"Apr 16, 2020",63.06
Portugal,PRT,"Apr 17, 2020",73.553
Portugal,PRT,"Apr 18, 2020",17.751
Portugal,PRT,"Apr 19, 2020",65.021
Portugal,PRT,"Apr 20, 2020",51.095
Portugal,PRT,"Apr 21, 2020",64.433
Portugal,PRT,"Apr 22, 2020",50.605
Portugal,PRT,"Apr 23, 2020",59.137
Portugal,PRT,"Apr 24, 2020",36.384
Portugal,PRT,"Apr 25, 2020",90.029
Portugal,PRT,"Apr 26, 2020",40.405
Portugal,PRT,"Apr 27, 2020",15.986
Portugal,PRT,"Apr 28, 2020",29.225
Portugal,PRT,"Apr 29, 2020",17.653
Portugal,PRT,"Apr 30, 2020",36.09
Portugal,PRT,"May 1, 2020",28.931
Portugal,PRT,"May 2, 2020",35.698
Portugal,PRT,"May 3, 2020",-15.789
Portugal,PRT,"May 4, 2020",32.756
Portugal,PRT,"May 5, 2020",0
Portugal,PRT,"May 6, 2020",17.457
Portugal,PRT,"May 7, 2020",47.074
Portugal,PRT,"May 8, 2020",52.272
Portugal,PRT,"May 9, 2020",54.233
Portugal,PRT,"May 10, 2020",13.534
Portugal,PRT,"May 11, 2020",17.162
Portugal,PRT,"May 12, 2020",9.611
Portugal,PRT,"May 13, 2020",22.949
Portugal,PRT,"May 14, 2020",21.478
Portugal,PRT,"May 15, 2020",18.339
Portugal,PRT,"May 16, 2020",25.891
Portugal,PRT,"May 17, 2020",22.262
Portugal,PRT,"May 18, 2020",22.164
Portugal,PRT,"May 19, 2020",16.966
Portugal,PRT,"May 20, 2020",21.87
Portugal,PRT,"May 21, 2020",22.36
Portugal,PRT,"May 22, 2020",24.714
Portugal,PRT,"May 23, 2020",28.244
Portugal,PRT,"May 24, 2020",26.577
Portugal,PRT,"May 25, 2020",14.907
Portugal,PRT,"May 26, 2020",16.182
Portugal,PRT,"May 27, 2020",21.478
Portugal,PRT,"May 28, 2020",27.95
Portugal,PRT,"May 29, 2020",29.814
Portugal,PRT,"May 30, 2020",34.325
Portugal,PRT,"May 31, 2020",25.204
Portugal,PRT,"Jun 1, 2020",29.127
Portugal,PRT,"Jun 2, 2020",19.614
Portugal,PRT,"Jun 3, 2020",19.124
Portugal,PRT,"Jun 4, 2020",35.894
Portugal,PRT,"Jun 5, 2020",32.461
Portugal,PRT,"Jun 6, 2020",36.973
Portugal,PRT,"Jun 7, 2020",37.463
Portugal,PRT,"Jun 8, 2020",13.926
Portugal,PRT,"Jun 9, 2020",38.444
Portugal,PRT,"Jun 10, 2020",41.288
Portugal,PRT,"Jun 11, 2020",28.833
Portugal,PRT,"Jun 12, 2020",30.402
Portugal,PRT,"Jun 13, 2020",26.479
Portugal,PRT,"Jun 14, 2020",27.754
Portugal,PRT,"Jun 15, 2020",22.262
Portugal,PRT,"Jun 16, 2020",33.933
Portugal,PRT,"Jun 17, 2020",29.421
Portugal,PRT,"Jun 18, 2020",32.952
Portugal,PRT,"Jun 19, 2020",40.896
Portugal,PRT,"Jun 20, 2020",36.777
Portugal,PRT,"Jun 21, 2020",36.973
Portugal,PRT,"Jun 22, 2020",28.637
Portugal,PRT,"Jun 23, 2020",25.4
Portugal,PRT,"Jun 24, 2020",33.834
Portugal,PRT,"Jun 25, 2020",35.992
Portugal,PRT,"Jun 26, 2020",30.5
Portugal,PRT,"Jun 27, 2020",44.23
Portugal,PRT,"Jun 28, 2020",31.677
Portugal,PRT,"Jun 29, 2020",44.818
Portugal,PRT,"Jun 30, 2020",26.087
Portugal,PRT,"Jul 1, 2020",22.458
Portugal,PRT,"Jul 2, 2020",30.696
Portugal,PRT,"Jul 3, 2020",32.167
Portugal,PRT,"Jul 4, 2020",36.679
Portugal,PRT,"Jul 5, 2020",40.503
Portugal,PRT,"Jul 6, 2020",32.167
Portugal,PRT,"Jul 7, 2020",22.752
Portugal,PRT,"Jul 8, 2020",28.146
Portugal,PRT,"Jul 9, 2020",43.445
Portugal,PRT,"Jul 10, 2020",40.994
Portugal,PRT,"Jul 11, 2020",39.424
Portugal,PRT,"Jul 12, 2020",53.154
Portugal,PRT,"Jul 13, 2020",28.539
Portugal,PRT,"Jul 14, 2020",30.01
Portugal,PRT,"Jul 15, 2020",22.851
Portugal,PRT,"Jul 16, 2020",36.777
Portugal,PRT,"Jul 17, 2020",33.246
Portugal,PRT,"Jul 18, 2020",30.598
Portugal,PRT,"Jul 19, 2020",30.696
Portugal,PRT,"Jul 20, 2020",24.125
Portugal,PRT,"Jul 21, 2020",13.24
Portugal,PRT,"Jul 22, 2020",12.455
Portugal,PRT,"Jul 23, 2020",24.714
Portugal,PRT,"Jul 24, 2020",22.458
Portugal,PRT,"Jul 25, 2020",30.696
Portugal,PRT,"Jul 26, 2020",25.793
Puerto Rico,PRI,"Mar 28, 2020",22.371
Puerto Rico,PRI,"Mar 29, 2020",12.584
Puerto Rico,PRI,"Mar 30, 2020",9.438
Puerto Rico,PRI,"Mar 31, 2020",16.429
Puerto Rico,PRI,"Apr 1, 2020",22.721
Puerto Rico,PRI,"Apr 2, 2020",16.429
Puerto Rico,PRI,"Apr 3, 2020",10.486
Puerto Rico,PRI,"Apr 4, 2020",21.672
Puerto Rico,PRI,"Apr 5, 2020",25.867
Puerto Rico,PRI,"Apr 6, 2020",8.04
Puerto Rico,PRI,"Apr 7, 2020",13.283
Puerto Rico,PRI,"Apr 8, 2020",20.973
Puerto Rico,PRI,"Apr 9, 2020",16.429
Puerto Rico,PRI,"Apr 10, 2020",22.022
Puerto Rico,PRI,"Apr 11, 2020",14.681
Puerto Rico,PRI,"Apr 12, 2020",22.022
Puerto Rico,PRI,"Apr 13, 2020",38.101
Puerto Rico,PRI,"Apr 14, 2020",2.097
Puerto Rico,PRI,"Apr 15, 2020",6.991
Puerto Rico,PRI,"Apr 16, 2020",17.827
Puerto Rico,PRI,"Apr 17, 2020",24.119
Puerto Rico,PRI,"Apr 18, 2020",8.739
Puerto Rico,PRI,"Apr 19, 2020",17.477
Puerto Rico,PRI,"Apr 20, 2020",33.207
Puerto Rico,PRI,"Apr 21, 2020",13.632
Puerto Rico,PRI,"Apr 22, 2020",0
Puerto Rico,PRI,"Apr 23, 2020",0
Puerto Rico,PRI,"Apr 24, 2020",0
Puerto Rico,PRI,"Apr 25, 2020",8.389
Puerto Rico,PRI,"Apr 26, 2020",10.836
Puerto Rico,PRI,"Apr 27, 2020",22.371
Puerto Rico,PRI,"Apr 28, 2020",6.292
Puerto Rico,PRI,"Apr 29, 2020",3.845
Puerto Rico,PRI,"Apr 30, 2020",11.535
Puerto Rico,PRI,"May 1, 2020",37.052
Puerto Rico,PRI,"May 2, 2020",12.584
Puerto Rico,PRI,"May 3, 2020",63.618
Puerto Rico,PRI,"May 4, 2020",17.827
Puerto Rico,PRI,"May 5, 2020",12.234
Puerto Rico,PRI,"May 6, 2020",28.313
Puerto Rico,PRI,"May 7, 2020",15.38
Puerto Rico,PRI,"May 8, 2020",22.022
Puerto Rico,PRI,"May 9, 2020",43.693
Puerto Rico,PRI,"May 10, 2020",5.942
Puerto Rico,PRI,"May 11, 2020",8.739
Puerto Rico,PRI,"May 12, 2020",20.274
Puerto Rico,PRI,"May 13, 2020",15.031
Puerto Rico,PRI,"May 14, 2020",10.486
Puerto Rico,PRI,"May 15, 2020",34.256
Puerto Rico,PRI,"May 16, 2020",40.198
Puerto Rico,PRI,"May 17, 2020",16.429
Puerto Rico,PRI,"May 18, 2020",19.924
Puerto Rico,PRI,"May 19, 2020",22.371
Puerto Rico,PRI,"May 20, 2020",33.207
Puerto Rico,PRI,"May 21, 2020",21.322
Puerto Rico,PRI,"May 22, 2020",16.429
Puerto Rico,PRI,"May 23, 2020",40.897
