Entity,Code,Date,Total confirmed cases of COVID-19 per million people (cases per million)
Paraguay,PRY,"Jul 8, 2020",350.787
Paraguay,PRY,"Jul 9, 2020",358.078
Paraguay,PRY,"Jul 10, 2020",369.855
Paraguay,PRY,"Jul 11, 2020",383.595
Paraguay,PRY,"Jul 12, 2020",395.372
Paraguay,PRY,"Jul 13, 2020",413.318
Paraguay,PRY,"Jul 14, 2020",417.804
Paraguay,PRY,"Jul 15, 2020",430.983
Paraguay,PRY,"Jul 16, 2020",448.368
Paraguay,PRY,"Jul 17, 2020",468.557
Paraguay,PRY,"Jul 18, 2020",484.681
Paraguay,PRY,"Jul 19, 2020",508.796
Paraguay,PRY,"Jul 20, 2020",521.694
Paraguay,PRY,"Jul 21, 2020",525.48
Paraguay,PRY,"Jul 22, 2020",535.154
Paraguay,PRY,"Jul 23, 2020",560.811
Paraguay,PRY,"Jul 24, 2020",576.654
Paraguay,PRY,"Jul 25, 2020",592.216
Paraguay,PRY,"Jul 26, 2020",606.797
Peru,PER,"Mar 7, 2020",0.03
Peru,PER,"Mar 9, 2020",0.212
Peru,PER,"Mar 10, 2020",0.273
Peru,PER,"Mar 11, 2020",0.334
Peru,PER,"Mar 12, 2020",0.516
Peru,PER,"Mar 13, 2020",0.667
Peru,PER,"Mar 14, 2020",1.152
Peru,PER,"Mar 15, 2020",1.304
Peru,PER,"Mar 16, 2020",2.153
Peru,PER,"Mar 17, 2020",2.608
Peru,PER,"Mar 18, 2020",3.548
Peru,PER,"Mar 19, 2020",4.398
Peru,PER,"Mar 20, 2020",7.097
Peru,PER,"Mar 21, 2020",7.977
Peru,PER,"Mar 22, 2020",9.645
Peru,PER,"Mar 23, 2020",11.009
Peru,PER,"Mar 24, 2020",11.98
Peru,PER,"Mar 25, 2020",12.617
Peru,PER,"Mar 26, 2020",16.924
Peru,PER,"Mar 27, 2020",17.591
Peru,PER,"Mar 28, 2020",19.259
Peru,PER,"Mar 29, 2020",20.351
Peru,PER,"Mar 30, 2020",25.84
Peru,PER,"Mar 31, 2020",28.812
Peru,PER,"Apr 1, 2020",32.3
Peru,PER,"Apr 2, 2020",40.125
Peru,PER,"Apr 3, 2020",42.885
Peru,PER,"Apr 4, 2020",48.375
Peru,PER,"Apr 5, 2020",52.954
Peru,PER,"Apr 6, 2020",69.18
Peru,PER,"Apr 7, 2020",77.672
Peru,PER,"Apr 8, 2020",89.592
Peru,PER,"Apr 9, 2020",131.688
Peru,PER,"Apr 10, 2020",159.409
Peru,PER,"Apr 11, 2020",178.85
Peru,PER,"Apr 12, 2020",207.692
Peru,PER,"Apr 13, 2020",228.043
Peru,PER,"Apr 14, 2020",228.043
Peru,PER,"Apr 15, 2020",312.479
Peru,PER,"Apr 16, 2020",348.024
Peru,PER,"Apr 17, 2020",378.838
Peru,PER,"Apr 18, 2020",409.107
Peru,PER,"Apr 19, 2020",437.343
Peru,PER,"Apr 20, 2020",473.98
Peru,PER,"Apr 21, 2020",495.119
Peru,PER,"Apr 22, 2020",540.977
Peru,PER,"Apr 23, 2020",583.831
Peru,PER,"Apr 24, 2020",634.299
Peru,PER,"Apr 25, 2020",656.56
Peru,PER,"Apr 26, 2020",768.262
Peru,PER,"Apr 27, 2020",834.56
Peru,PER,"Apr 28, 2020",870.409
Peru,PER,"Apr 29, 2020",945.959
Peru,PER,"Apr 30, 2020",1029.09
Peru,PER,"May 1, 2020",1121.442
Peru,PER,"May 2, 2020",1227.077
Peru,PER,"May 3, 2020",1290.01
Peru,PER,"May 4, 2020",1392.946
Peru,PER,"May 5, 2020",1436.741
Peru,PER,"May 6, 2020",1552.506
Peru,PER,"May 7, 2020",1662.54
Peru,PER,"May 8, 2020",1775.03
Peru,PER,"May 9, 2020",1875.752
Peru,PER,"May 10, 2020",1971.834
Peru,PER,"May 11, 2020",2041.348
Peru,PER,"May 12, 2020",2087.296
Peru,PER,"May 13, 2020",2185.471
Peru,PER,"May 14, 2020",2314.277
Peru,PER,"May 15, 2020",2444.631
Peru,PER,"May 16, 2020",2562.641
Peru,PER,"May 17, 2020",2685.352
Peru,PER,"May 18, 2020",2798.539
Peru,PER,"May 19, 2020",2879.214
Peru,PER,"May 20, 2020",3017.211
Peru,PER,"May 21, 2020",3154.813
Peru,PER,"May 22, 2020",3298.845
Peru,PER,"May 23, 2020",3387.678
Peru,PER,"May 24, 2020",3510.692
Peru,PER,"May 25, 2020",3638.225
Peru,PER,"May 26, 2020",3760.147
Peru,PER,"May 27, 2020",3935.206
Peru,PER,"May 28, 2020",4121.85
Peru,PER,"May 29, 2020",4300.002
Peru,PER,"May 30, 2020",4497.322
Peru,PER,"May 31, 2020",4721.331
Peru,PER,"Jun 1, 2020",4988.377
Peru,PER,"Jun 2, 2020",5157.097
Peru,PER,"Jun 3, 2020",5157.097
Peru,PER,"Jun 4, 2020",5426.266
Peru,PER,"Jun 5, 2020",5556.195
Peru,PER,"Jun 6, 2020",5683.637
Peru,PER,"Jun 7, 2020",5815.81
Peru,PER,"Jun 8, 2020",5960.085
Peru,PER,"Jun 9, 2020",6056.561
Peru,PER,"Jun 10, 2020",6179.09
Peru,PER,"Jun 11, 2020",6333.373
Peru,PER,"Jun 12, 2020",6514.285
Peru,PER,"Jun 13, 2020",6695.076
Peru,PER,"Jun 14, 2020",6828.007
Peru,PER,"Jun 15, 2020",6967.641
Peru,PER,"Jun 16, 2020",7066.392
Peru,PER,"Jun 17, 2020",7192.682
Peru,PER,"Jun 18, 2020",7306.476
Peru,PER,"Jun 19, 2020",7412.021
Peru,PER,"Jun 20, 2020",7519.294
Peru,PER,"Jun 21, 2020",7622.806
Peru,PER,"Jun 22, 2020",7731.93
Peru,PER,"Jun 23, 2020",7731.93
Peru,PER,"Jun 24, 2020",7910.082
Peru,PER,"Jun 25, 2020",8027.728
Peru,PER,"Jun 26, 2020",8146.405
Peru,PER,"Jun 27, 2020",8260.502
Peru,PER,"Jun 28, 2020",8370.444
Peru,PER,"Jun 29, 2020",8474.472
Peru,PER,"Jun 30, 2020",8563.821
Peru,PER,"Jul 1, 2020",8650.198
Peru,PER,"Jul 2, 2020",8749.192
Peru,PER,"Jul 3, 2020",8856.162
Peru,PER,"Jul 4, 2020",8965.194
Peru,PER,"Jul 5, 2020",9070.769
Peru,PER,"Jul 6, 2020",9181.106
Peru,PER,"Jul 7, 2020",9271.637
Peru,PER,"Jul 8, 2020",9380.063
Peru,PER,"Jul 9, 2020",9490.248
Peru,PER,"Jul 10, 2020",9597.521
Peru,PER,"Jul 11, 2020",9694.513
Peru,PER,"Jul 12, 2020",9787.441
Peru,PER,"Jul 13, 2020",9897.11
Peru,PER,"Jul 14, 2020",10012.269
Peru,PER,"Jul 15, 2020",10125.821
Peru,PER,"Jul 16, 2020",10242.799
Peru,PER,"Jul 17, 2020",10359.929
Peru,PER,"Jul 18, 2020",10479.759
Peru,PER,"Jul 19, 2020",10599.952
Peru,PER,"Jul 20, 2020",10723.998
Peru,PER,"Jul 21, 2020",10848.073
Peru,PER,"Jul 22, 2020",10981.702
Peru,PER,"Jul 23, 2020",11117.06
Peru,PER,"Jul 24, 2020",11254.935
Peru,PER,"Jul 25, 2020",11402.486
Peru,PER,"Jul 26, 2020",11521.466
Philippines,PHL,"Dec 31, 2019",0
Philippines,PHL,"Jan 1, 2020",0
Philippines,PHL,"Jan 2, 2020",0
Philippines,PHL,"Jan 3, 2020",0
Philippines,PHL,"Jan 4, 2020",0
Philippines,PHL,"Jan 5, 2020",0
Philippines,PHL,"Jan 6, 2020",0
Philippines,PHL,"Jan 7, 2020",0
Philippines,PHL,"Jan 8, 2020",0
Philippines,PHL,"Jan 9, 2020",0
Philippines,PHL,"Jan 10, 2020",0
Philippines,PHL,"Jan 11, 2020",0
Philippines,PHL,"Jan 12, 2020",0
Philippines,PHL,"Jan 13, 2020",0
Philippines,PHL,"Jan 14, 2020",0
Philippines,PHL,"Jan 15, 2020",0
Philippines,PHL,"Jan 16, 2020",0
Philippines,PHL,"Jan 17, 2020",0
Philippines,PHL,"Jan 18, 2020",0
Philippines,PHL,"Jan 19, 2020",0
Philippines,PHL,"Jan 20, 2020",0
Philippines,PHL,"Jan 21, 2020",0
Philippines,PHL,"Jan 22, 2020",0
Philippines,PHL,"Jan 23, 2020",0
Philippines,PHL,"Jan 24, 2020",0
Philippines,PHL,"Jan 25, 2020",0
Philippines,PHL,"Jan 26, 2020",0
Philippines,PHL,"Jan 27, 2020",0
Philippines,PHL,"Jan 28, 2020",0
Philippines,PHL,"Jan 29, 2020",0
Philippines,PHL,"Jan 30, 2020",0.009
Philippines,PHL,"Jan 31, 2020",0.009
Philippines,PHL,"Feb 1, 2020",0.009
Philippines,PHL,"Feb 2, 2020",0.018
Philippines,PHL,"Feb 3, 2020",0.018
Philippines,PHL,"Feb 4, 2020",0.018
Philippines,PHL,"Feb 5, 2020",0.018
Philippines,PHL,"Feb 6, 2020",0.027
Philippines,PHL,"Feb 7, 2020",0.027
Philippines,PHL,"Feb 8, 2020",0.027
Philippines,PHL,"Feb 9, 2020",0.027
Philippines,PHL,"Feb 10, 2020",0.027
Philippines,PHL,"Feb 11, 2020",0.027
Philippines,PHL,"Feb 12, 2020",0.027
Philippines,PHL,"Feb 13, 2020",0.027
Philippines,PHL,"Feb 14, 2020",0.027
Philippines,PHL,"Feb 15, 2020",0.027
Philippines,PHL,"Feb 16, 2020",0.027
Philippines,PHL,"Feb 17, 2020",0.027
Philippines,PHL,"Feb 18, 2020",0.027
Philippines,PHL,"Feb 19, 2020",0.027
Philippines,PHL,"Feb 20, 2020",0.027
Philippines,PHL,"Feb 21, 2020",0.027
Philippines,PHL,"Feb 22, 2020",0.027
Philippines,PHL,"Feb 23, 2020",0.027
Philippines,PHL,"Feb 24, 2020",0.027
Philippines,PHL,"Feb 25, 2020",0.027
Philippines,PHL,"Feb 26, 2020",0.027
Philippines,PHL,"Feb 27, 2020",0.027
Philippines,PHL,"Feb 28, 2020",0.027
Philippines,PHL,"Feb 29, 2020",0.027
Philippines,PHL,"Mar 1, 2020",0.027
Philippines,PHL,"Mar 2, 2020",0.027
Philippines,PHL,"Mar 7, 2020",0.046
Philippines,PHL,"Mar 8, 2020",0.055
Philippines,PHL,"Mar 9, 2020",0.091
Philippines,PHL,"Mar 10, 2020",0.301
Philippines,PHL,"Mar 11, 2020",0.301
Philippines,PHL,"Mar 12, 2020",0.447
Philippines,PHL,"Mar 13, 2020",0.475
Philippines,PHL,"Mar 14, 2020",0.584
Philippines,PHL,"Mar 15, 2020",1.013
Philippines,PHL,"Mar 16, 2020",1.278
Philippines,PHL,"Mar 17, 2020",1.296
Philippines,PHL,"Mar 18, 2020",1.706
Philippines,PHL,"Mar 19, 2020",1.843
Philippines,PHL,"Mar 20, 2020",2.099
Philippines,PHL,"Mar 21, 2020",2.099
Philippines,PHL,"Mar 22, 2020",3.468
Philippines,PHL,"Mar 23, 2020",3.468
Philippines,PHL,"Mar 24, 2020",4.216
Philippines,PHL,"Mar 25, 2020",5.037
Philippines,PHL,"Mar 26, 2020",5.804
Philippines,PHL,"Mar 27, 2020",6.452
Philippines,PHL,"Mar 28, 2020",7.328
Philippines,PHL,"Mar 29, 2020",9.81
Philippines,PHL,"Mar 30, 2020",12.94
Philippines,PHL,"Mar 31, 2020",19.018
Philippines,PHL,"Apr 1, 2020",19.018
Philippines,PHL,"Apr 2, 2020",21.089
Philippines,PHL,"Apr 3, 2020",24.028
Philippines,PHL,"Apr 4, 2020",27.541
Philippines,PHL,"Apr 5, 2020",28.235
Philippines,PHL,"Apr 6, 2020",29.622
Philippines,PHL,"Apr 7, 2020",33.4
Philippines,PHL,"Apr 8, 2020",34.349
Philippines,PHL,"Apr 9, 2020",35.316
Philippines,PHL,"Apr 10, 2020",37.196
Philippines,PHL,"Apr 11, 2020",37.196
Philippines,PHL,"Apr 12, 2020",40.408
Philippines,PHL,"Apr 13, 2020",42.416
Philippines,PHL,"Apr 14, 2020",45.008
Philippines,PHL,"Apr 15, 2020",47.663
Philippines,PHL,"Apr 16, 2020",49.762
Philippines,PHL,"Apr 17, 2020",51.651
Philippines,PHL,"Apr 18, 2020",53.641
Philippines,PHL,"Apr 19, 2020",55.548
Philippines,PHL,"Apr 20, 2020",57.118
Philippines,PHL,"Apr 21, 2020",58.943
Philippines,PHL,"Apr 22, 2020",60.22
Philippines,PHL,"Apr 23, 2020",61.233
Philippines,PHL,"Apr 24, 2020",63.706
Philippines,PHL,"Apr 25, 2020",65.632
Philippines,PHL,"Apr 26, 2020",66.563
Philippines,PHL,"Apr 27, 2020",69.163
Philippines,PHL,"Apr 28, 2020",70.97
Philippines,PHL,"Apr 29, 2020",72.622
Philippines,PHL,"Apr 30, 2020",74.94
Philippines,PHL,"May 1, 2020",77.459
Philippines,PHL,"May 2, 2020",80.05
Philippines,PHL,"May 3, 2020",81.474
Philippines,PHL,"May 4, 2020",84.166
Philippines,PHL,"May 5, 2020",86.557
Philippines,PHL,"May 6, 2020",88.373
Philippines,PHL,"May 7, 2020",91.293
Philippines,PHL,"May 8, 2020",94.387
Philippines,PHL,"May 9, 2020",95.482
Philippines,PHL,"May 10, 2020",96.823
Philippines,PHL,"May 11, 2020",98.502
Philippines,PHL,"May 12, 2020",101.167
Philippines,PHL,"May 13, 2020",103.576
Philippines,PHL,"May 14, 2020",106.022
Philippines,PHL,"May 15, 2020",108.376
Philippines,PHL,"May 16, 2020",110.338
Philippines,PHL,"May 17, 2020",112.291
Philippines,PHL,"May 18, 2020",114.189
Philippines,PHL,"May 19, 2020",116.06
Philippines,PHL,"May 20, 2020",118.104
Philippines,PHL,"May 21, 2020",120.65
Philippines,PHL,"May 22, 2020",122.594
Philippines,PHL,"May 23, 2020",124.082
Philippines,PHL,"May 24, 2020",125.724
Philippines,PHL,"May 25, 2020",128.079
Philippines,PHL,"May 26, 2020",130.67
Philippines,PHL,"May 27, 2020",133.864
Philippines,PHL,"May 28, 2020",137.332
Philippines,PHL,"May 29, 2020",142.251
Philippines,PHL,"May 30, 2020",151.796
Philippines,PHL,"May 31, 2020",157.18
Philippines,PHL,"Jun 1, 2020",165.047
Philippines,PHL,"Jun 2, 2020",170.084
Philippines,PHL,"Jun 3, 2020",173.36
Philippines,PHL,"Jun 4, 2020",180.214
Philippines,PHL,"Jun 5, 2020",185.999
Philippines,PHL,"Jun 6, 2020",188.226
Philippines,PHL,"Jun 7, 2020",194.742
Philippines,PHL,"Jun 8, 2020",199.806
Philippines,PHL,"Jun 9, 2020",205.09
Philippines,PHL,"Jun 10, 2020",209.817
Philippines,PHL,"Jun 11, 2020",216.57
Philippines,PHL,"Jun 12, 2020",220.613
Philippines,PHL,"Jun 13, 2020",226.198
Philippines,PHL,"Jun 14, 2020",231.719
Philippines,PHL,"Jun 15, 2020",236.628
Philippines,PHL,"Jun 16, 2020",241.1
Philippines,PHL,"Jun 17, 2020",244.394
Philippines,PHL,"Jun 18, 2020",248.565
Philippines,PHL,"Jun 19, 2020",253.684
Philippines,PHL,"Jun 20, 2020",259.707
Philippines,PHL,"Jun 21, 2020",268.294
Philippines,PHL,"Jun 22, 2020",274.244
Philippines,PHL,"Jun 23, 2020",279.994
Philippines,PHL,"Jun 24, 2020",290.424
Philippines,PHL,"Jun 25, 2020",294.713
Philippines,PHL,"Jun 26, 2020",301.777
Philippines,PHL,"Jun 27, 2020",310.939
Philippines,PHL,"Jun 28, 2020",317.6
Philippines,PHL,"Jun 29, 2020",323.55
Philippines,PHL,"Jun 30, 2020",332.521
Philippines,PHL,"Jul 1, 2020",342.34
Philippines,PHL,"Jul 2, 2020",351.438
Philippines,PHL,"Jul 3, 2020",354.121
Philippines,PHL,"Jul 4, 2020",368.093
Philippines,PHL,"Jul 5, 2020",381.726
Philippines,PHL,"Jul 6, 2020",381.726
Philippines,PHL,"Jul 7, 2020",422.819
Philippines,PHL,"Jul 8, 2020",436.873
Philippines,PHL,"Jul 9, 2020",459.559
Philippines,PHL,"Jul 10, 2020",472.29
Philippines,PHL,"Jul 11, 2020",482.875
Philippines,PHL,"Jul 12, 2020",494.812
Philippines,PHL,"Jul 13, 2020",513.401
Philippines,PHL,"Jul 14, 2020",520.218
Philippines,PHL,"Jul 15, 2020",525.136
Philippines,PHL,"Jul 16, 2020",537.045
Philippines,PHL,"Jul 17, 2020",559.093
Philippines,PHL,"Jul 18, 2020",574.926
Philippines,PHL,"Jul 19, 2020",595.942
Philippines,PHL,"Jul 20, 2020",615.581
Philippines,PHL,"Jul 21, 2020",628.74
Philippines,PHL,"Jul 22, 2020",645.768
Philippines,PHL,"Jul 23, 2020",659.503
Philippines,PHL,"Jul 24, 2020",678.858
Philippines,PHL,"Jul 25, 2020",697.602
Philippines,PHL,"Jul 26, 2020",715.561
Poland,POL,"Mar 4, 2020",0.026
Poland,POL,"Mar 7, 2020",0.132
Poland,POL,"Mar 8, 2020",0.159
Poland,POL,"Mar 9, 2020",0.291
Poland,POL,"Mar 10, 2020",0.449
Poland,POL,"Mar 11, 2020",0.581
Poland,POL,"Mar 12, 2020",0.819
Poland,POL,"Mar 13, 2020",1.295
Poland,POL,"Mar 14, 2020",1.797
Poland,POL,"Mar 15, 2020",2.748
Poland,POL,"Mar 16, 2020",3.303
Poland,POL,"Mar 17, 2020",4.677
Poland,POL,"Mar 18, 2020",6.289
Poland,POL,"Mar 19, 2020",7.583
Poland,POL,"Mar 20, 2020",9.38
Poland,POL,"Mar 21, 2020",11.23
Poland,POL,"Mar 22, 2020",14.162
Poland,POL,"Mar 23, 2020",16.752
Poland,POL,"Mar 24, 2020",19.79
Poland,POL,"Mar 25, 2020",23.807
Poland,POL,"Mar 26, 2020",27.77
Poland,POL,"Mar 27, 2020",32.262
Poland,POL,"Mar 28, 2020",36.701
Poland,POL,"Mar 29, 2020",43.28
Poland,POL,"Mar 30, 2020",49.199
Poland,POL,"Mar 31, 2020",54.298
Poland,POL,"Apr 1, 2020",61.062
Poland,POL,"Apr 2, 2020",67.483
Poland,POL,"Apr 3, 2020",77.841
Poland,POL,"Apr 4, 2020",89.387
Poland,POL,"Apr 5, 2020",95.834
Poland,POL,"Apr 6, 2020",108.385
Poland,POL,"Apr 7, 2020",116.602
Poland,POL,"Apr 8, 2020",128.096
Poland,POL,"Apr 9, 2020",137.529
Poland,POL,"Apr 10, 2020",147.305
Poland,POL,"Apr 11, 2020",157.346
Poland,POL,"Apr 12, 2020",167.941
Poland,POL,"Apr 13, 2020",176.343
Poland,POL,"Apr 14, 2020",183.213
Poland,POL,"Apr 15, 2020",190.294
Poland,POL,"Apr 16, 2020",200.335
Poland,POL,"Apr 17, 2020",209.213
Poland,POL,"Apr 18, 2020",221.394
Poland,POL,"Apr 19, 2020",230.985
Poland,POL,"Apr 20, 2020",245.385
Poland,POL,"Apr 21, 2020",253.471
Poland,POL,"Apr 22, 2020",260.42
Poland,POL,"Apr 23, 2020",268.69
Poland,POL,"Apr 24, 2020",277.726
Poland,POL,"Apr 25, 2020",287.793
Poland,POL,"Apr 26, 2020",297.86
Poland,POL,"Apr 27, 2020",306.95
Poland,POL,"Apr 28, 2020",314.48
Poland,POL,"Apr 29, 2020",322.829
Poland,POL,"Apr 30, 2020",333.98
Poland,POL,"May 1, 2020",340.242
Poland,POL,"May 2, 2020",346.266
Poland,POL,"May 3, 2020",353.4
Poland,POL,"May 4, 2020",361.803
Poland,POL,"May 5, 2020",370.073
Poland,POL,"May 6, 2020",381.302
Poland,POL,"May 7, 2020",389.467
Poland,POL,"May 8, 2020",397.579
Poland,POL,"May 9, 2020",406.007
Poland,POL,"May 10, 2020",413.538
Poland,POL,"May 11, 2020",422.653
Poland,POL,"May 12, 2020",431.373
Poland,POL,"May 13, 2020",447.094
Poland,POL,"May 14, 2020",454.572
Poland,POL,"May 15, 2020",465.431
Poland,POL,"May 16, 2020",476.027
Poland,POL,"May 17, 2020",482.395
Poland,POL,"May 18, 2020",489.582
Poland,POL,"May 19, 2020",498.988
Poland,POL,"May 20, 2020",509.108
Poland,POL,"May 21, 2020",521.553
Poland,POL,"May 22, 2020",532.227
Poland,POL,"May 23, 2020",544.804
Poland,POL,"May 24, 2020",553.048
Poland,POL,"May 25, 2020",563.485
Poland,POL,"May 26, 2020",571.544
Poland,POL,"May 27, 2020",583.249
Poland,POL,"May 28, 2020",593.792
Poland,POL,"May 29, 2020",603.092
Poland,POL,"May 30, 2020",611.812
Poland,POL,"May 31, 2020",622.804
Poland,POL,"Jun 1, 2020",628.484
Poland,POL,"Jun 2, 2020",638.498
Poland,POL,"Jun 3, 2020",644.576
Poland,POL,"Jun 4, 2020",644.576
Poland,POL,"Jun 5, 2020",661.83
Poland,POL,"Jun 6, 2020",671.632
Poland,POL,"Jun 7, 2020",686.614
Poland,POL,"Jun 8, 2020",701.807
Poland,POL,"Jun 9, 2020",717.634
Poland,POL,"Jun 10, 2020",728.203
Poland,POL,"Jun 11, 2020",733.408
Poland,POL,"Jun 12, 2020",745.139
Poland,POL,"Jun 13, 2020",755.074
Poland,POL,"Jun 14, 2020",766.7
Poland,POL,"Jun 15, 2020",776.609
Poland,POL,"Jun 16, 2020",787.072
Poland,POL,"Jun 17, 2020",797.826
Poland,POL,"Jun 18, 2020",811.196
Poland,POL,"Jun 19, 2020",819.492
Poland,POL,"Jun 20, 2020",827.445
Poland,POL,"Jun 21, 2020",835.478
Poland,POL,"Jun 22, 2020",843.695
Poland,POL,"Jun 23, 2020",851.516
Poland,POL,"Jun 24, 2020",859.443
Poland,POL,"Jun 25, 2020",867.211
Poland,POL,"Jun 26, 2020",875.085
Poland,POL,"Jun 27, 2020",882.378
Poland,POL,"Jun 28, 2020",890.806
Poland,POL,"Jun 29, 2020",895.906
Poland,POL,"Jun 30, 2020",902.432
Poland,POL,"Jul 1, 2020",908.747
Poland,POL,"Jul 2, 2020",918.841
Poland,POL,"Jul 3, 2020",928.643
Poland,POL,"Jul 4, 2020",935.487
Poland,POL,"Jul 5, 2020",943.783
Poland,POL,"Jul 6, 2020",949.887
Poland,POL,"Jul 7, 2020",955.304
Poland,POL,"Jul 8, 2020",962.094
Poland,POL,"Jul 9, 2020",969.413
Poland,POL,"Jul 10, 2020",976.336
Poland,POL,"Jul 11, 2020",983.338
Poland,POL,"Jul 12, 2020",991.397
Poland,POL,"Jul 13, 2020",1001.173
Poland,POL,"Jul 14, 2020",1009.073
Poland,POL,"Jul 15, 2020",1016.128
Poland,POL,"Jul 16, 2020",1024.663
Poland,POL,"Jul 17, 2020",1031.902
Poland,POL,"Jul 18, 2020",1041.229
Poland,POL,"Jul 19, 2020",1050.187
Poland,POL,"Jul 20, 2020",1059.646
Poland,POL,"Jul 21, 2020",1067.018
Poland,POL,"Jul 22, 2020",1077.56
Poland,POL,"Jul 23, 2020",1087.601
Poland,POL,"Jul 24, 2020",1098.645
Poland,POL,"Jul 25, 2020",1110.747
Poland,POL,"Jul 26, 2020",1126.178
Portugal,PRT,"Mar 3, 2020",0.196
Portugal,PRT,"Mar 4, 2020",0.392
Portugal,PRT,"Mar 5, 2020",0.49
Portugal,PRT,"Mar 6, 2020",0.883
Portugal,PRT,"Mar 7, 2020",1.275
Portugal,PRT,"Mar 8, 2020",2.059
Portugal,PRT,"Mar 9, 2020",2.942
Portugal,PRT,"Mar 10, 2020",3.825
Portugal,PRT,"Mar 11, 2020",4.021
Portugal,PRT,"Mar 12, 2020",5.786
Portugal,PRT,"Mar 13, 2020",7.65
Portugal,PRT,"Mar 14, 2020",10.984
Portugal,PRT,"Mar 15, 2020",16.574
Portugal,PRT,"Mar 16, 2020",24.027
Portugal,PRT,"Mar 17, 2020",32.461
Portugal,PRT,"Mar 18, 2020",43.936
Portugal,PRT,"Mar 19, 2020",62.962
Portugal,PRT,"Mar 20, 2020",76.986
Portugal,PRT,"Mar 21, 2020",100.032
Portugal,PRT,"Mar 22, 2020",125.531
Portugal,PRT,"Mar 23, 2020",156.913
Portugal,PRT,"Mar 24, 2020",202.026
Portugal,PRT,"Mar 25, 2020",231.643
Portugal,PRT,"Mar 26, 2020",293.722
Portugal,PRT,"Mar 27, 2020",347.563
Portugal,PRT,"Mar 28, 2020",418.567
Portugal,PRT,"Mar 29, 2020",507.026
Portugal,PRT,"Mar 30, 2020",584.699
Portugal,PRT,"Mar 31, 2020",628.438
Portugal,PRT,"Apr 1, 2020",729.942
Portugal,PRT,"Apr 2, 2020",809.183
Portugal,PRT,"Apr 3, 2020",885.972
Portugal,PRT,"Apr 4, 2020",969.529
Portugal,PRT,"Apr 5, 2020",1032.098
Portugal,PRT,"Apr 6, 2020",1106.043
Portugal,PRT,"Apr 7, 2020",1150.371
Portugal,PRT,"Apr 8, 2020",1220.198
Portugal,PRT,"Apr 9, 2020",1288.749
Portugal,PRT,"Apr 10, 2020",1368.677
Portugal,PRT,"Apr 11, 2020",1517.353
Portugal,PRT,"Apr 12, 2020",1567.859
Portugal,PRT,"Apr 13, 2020",1626.505
Portugal,PRT,"Apr 14, 2020",1660.732
Portugal,PRT,"Apr 15, 2020",1711.141
Portugal,PRT,"Apr 16, 2020",1774.2
Portugal,PRT,"Apr 17, 2020",1847.753
Portugal,PRT,"Apr 18, 2020",1865.504
Portugal,PRT,"Apr 19, 2020",1930.525
Portugal,PRT,"Apr 20, 2020",1981.62
Portugal,PRT,"Apr 21, 2020",2046.053
Portugal,PRT,"Apr 22, 2020",2096.657
Portugal,PRT,"Apr 23, 2020",2155.794
Portugal,PRT,"Apr 24, 2020",2192.178
Portugal,PRT,"Apr 25, 2020",2282.207
Portugal,PRT,"Apr 26, 2020",2322.613
Portugal,PRT,"Apr 27, 2020",2338.598
Portugal,PRT,"Apr 28, 2020",2367.823
Portugal,PRT,"Apr 29, 2020",2385.476
Portugal,PRT,"Apr 30, 2020",2421.566
Portugal,PRT,"May 1, 2020",2450.497
Portugal,PRT,"May 2, 2020",2486.195
Portugal,PRT,"May 3, 2020",2470.405
Portugal,PRT,"May 4, 2020",2503.161
Portugal,PRT,"May 5, 2020",2503.161
Portugal,PRT,"May 6, 2020",2520.618
Portugal,PRT,"May 7, 2020",2567.692
Portugal,PRT,"May 8, 2020",2619.963
Portugal,PRT,"May 9, 2020",2674.197
Portugal,PRT,"May 10, 2020",2687.73
Portugal,PRT,"May 11, 2020",2704.893
Portugal,PRT,"May 12, 2020",2714.504
Portugal,PRT,"May 13, 2020",2737.452
Portugal,PRT,"May 14, 2020",2758.93
Portugal,PRT,"May 15, 2020",2777.269
Portugal,PRT,"May 16, 2020",2803.16
Portugal,PRT,"May 17, 2020",2825.422
Portugal,PRT,"May 18, 2020",2847.586
Portugal,PRT,"May 19, 2020",2864.552
Portugal,PRT,"May 20, 2020",2886.422
Portugal,PRT,"May 21, 2020",2908.782
Portugal,PRT,"May 22, 2020",2933.496
Portugal,PRT,"May 23, 2020",2961.74
Portugal,PRT,"May 24, 2020",2988.318
Portugal,PRT,"May 25, 2020",3003.224
Portugal,PRT,"May 26, 2020",3019.406
Portugal,PRT,"May 27, 2020",3040.884
Portugal,PRT,"May 28, 2020",3068.834
Portugal,PRT,"May 29, 2020",3098.647
Portugal,PRT,"May 30, 2020",3132.972
Portugal,PRT,"May 31, 2020",3158.176
Portugal,PRT,"Jun 1, 2020",3187.304
Portugal,PRT,"Jun 2, 2020",3206.918
Portugal,PRT,"Jun 3, 2020",3226.042
Portugal,PRT,"Jun 4, 2020",3261.935
Portugal,PRT,"Jun 5, 2020",3294.397
Portugal,PRT,"Jun 6, 2020",3331.37
Portugal,PRT,"Jun 7, 2020",3368.833
Portugal,PRT,"Jun 8, 2020",3382.759
Portugal,PRT,"Jun 9, 2020",3421.203
Portugal,PRT,"Jun 10, 2020",3462.49
Portugal,PRT,"Jun 11, 2020",3491.323
Portugal,PRT,"Jun 12, 2020",3521.725
